Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
plyr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.8.9,NA,R (>= 3.1.0),Rcpp (>= 0.11.0),Rcpp,"abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.1
png,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.1-8,NA,R (>= 2.9.0),NA,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,4.3.1
polyclip,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.10-7,NA,R (>= 3.5.0),NA,NA,NA,NA,BSL,NA,NA,NA,NA,yes,4.3.3
polynom,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.4-1,NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,no,4.3.3
posterior,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.6.1,NA,R (>= 3.2.0),"methods, abind, checkmate, rlang (>= 1.0.6), stats, tibble (>=
3.1.0), vctrs (>= 0.5.0), tensorA, pillar, distributional,
parallel, matrixStats",NA,"testthat (>= 2.1.0), caret (>= 6.0-84), gbm (>= 2.1.8),
randomForest (>= 4.6.14), e1071 (>= 1.7-3), dplyr, tidyr,
knitr, ggplot2, ggdist, rmarkdown",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,no,4.3.3
poweRlaw,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.0,NA,R (>= 3.4.0),"methods, parallel, pracma, stats, utils",NA,"covr, knitr, testthat",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,4.3.3
prabclus,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.3-4,NA,"R (>= 2.10), MASS, mclust",NA,NA,"spdep, spatialreg, bootstrap, foreign, mvtnorm",NA,GPL,NA,NA,NA,NA,no,4.3.3
pracma,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.4.4,NA,R (>= 3.1.0),"graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,GPL (>= 3),NA,NA,NA,NA,no,4.3.3
praise,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.0,NA,NA,NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
preprocessCore,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.64.0,NA,NA,stats,NA,NA,NA,LGPL (>= 2),NA,NA,NA,NA,yes,4.3.2
presto,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.0,NA,"R (>= 3.4.0), Rcpp, data.table","dplyr, methods, tidyr, purrr, tibble, Matrix, rlang, stats,
utils","Rcpp, RcppArmadillo","knitr, rmarkdown, testthat, Seurat, SingleCellExperiment,
SummarizedExperiment, broom, BiocStyle, DESeq2",NA,GPL-3,NA,NA,NA,NA,yes,4.3.3
prettyunits,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2.0,NA,R(>= 2.10),NA,NA,"codetools, covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.1
princurve,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.1.6,NA,R (>= 3.0),"stats, graphics, grDevices, Rcpp",Rcpp,"devtools, testthat",NA,GPL-2,NA,NA,NA,NA,yes,4.3.3
pROC,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.18.5,NA,R (>= 2.14),"methods, plyr, Rcpp (>= 0.11.1)",Rcpp,"microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2, rlang",NA,GPL (>= 3),NA,NA,NA,NA,yes,4.3.3
processx,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.8.6,NA,R (>= 3.4.0),"ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.7.3), cli (>= 3.3.0), codetools, covr, curl,
debugme, parallel, rlang (>= 1.0.2), testthat (>= 3.0.0),
webfakes, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
profvis,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.4.0,NA,R (>= 4.0),"htmlwidgets (>= 0.3.2), rlang (>= 1.1.0), vctrs",NA,"htmltools, knitr, rmarkdown, shiny, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
progress,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2.3,NA,R (>= 3.6),"crayon, hms, prettyunits, R6",NA,"Rcpp, testthat (>= 3.0.0), withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
progressr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.15.1,NA,R (>= 3.5.0),"digest, utils",NA,"graphics, tcltk, beepr, cli, crayon, pbmcapply, progress,
purrr, foreach, plyr, doFuture, future, future.apply, furrr,
ntfy, RPushbullet, rstudioapi, shiny, commonmark, base64enc,
tools",NA,GPL (>= 3),NA,NA,NA,NA,no,4.3.3
promises,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.3.2,NA,NA,"fastmap (>= 1.1.0), later, magrittr (>= 1.5), R6, Rcpp, rlang,
stats","later, Rcpp","future (>= 1.21.0), knitr, purrr, rmarkdown, spelling,
testthat, vembedr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
ProtGenerics,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.34.0,NA,methods,NA,NA,testthat,NA,Artistic-2.0,NA,NA,NA,NA,no,4.3.3
proto,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.0,NA,NA,NA,NA,"testthat, covr",NA,GPL-2,NA,NA,NA,NA,no,4.3.3
proxy,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.4-27,NA,R (>= 3.4.0),"stats, utils",NA,cba,NA,GPL-2,NA,NA,NA,NA,yes,4.3.3
ps,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.9.1,NA,R (>= 3.4),utils,NA,"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0), webfakes, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
psych,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.5.3,NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme,GPArotation",NA,"psychTools, lavaan, lme4, Rcsdp, graph, knitr, Rgraphviz",NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
purrr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.4,NA,R (>= 4.0),"cli (>= 3.6.1), lifecycle (>= 1.0.3), magrittr (>= 1.5.0),
rlang (>= 1.1.1), vctrs (>= 0.6.3)",cli,"covr, dplyr (>= 0.7.8), httr, knitr, lubridate, rmarkdown,
testthat (>= 3.0.0), tibble, tidyselect",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
pwr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.3-0,NA,NA,"stats, graphics",NA,"ggplot2, scales, knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,no,4.3.3
qlcMatrix,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.9.8,NA,"Matrix (>= 1.2), R (>= 3.2), slam (>= 0.1-32), sparsesvd","methods, docopt",NA,"MASS, knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,4.3.3
qs,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.27.3,NA,R (>= 3.0.2),"Rcpp, RApiSerialize (>= 0.1.4), stringfish (>= 0.15.1)","Rcpp, RApiSerialize, stringfish, BH","knitr, rmarkdown, testthat, dplyr, data.table",NA,GPL-3,NA,NA,NA,NA,yes,4.3.3
quantreg,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,6.1,NA,"R (>= 3.5), stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS",NA,"interp, rgl, logspline, nor1mix, Formula, zoo, R.rsp, conquer",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
QuickJSR,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.7.0,NA,NA,NA,NA,"knitr, rmarkdown, tinytest",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
qvalue,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.34.0,NA,R(>= 2.10),"splines, ggplot2, grid, reshape2",NA,knitr,NA,LGPL,NA,NA,NA,NA,no,4.3.3
R.methodsS3,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.8.2,NA,R (>= 2.13.0),utils,NA,codetools,NA,LGPL (>= 2.1),NA,NA,NA,NA,no,4.3.1
R.oo,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.27.0,NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.2)","methods, utils",NA,tools,NA,LGPL (>= 2.1),NA,NA,NA,NA,no,4.3.3
R.utils,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.13.0,NA,"R (>= 2.14.0), R.oo","methods, utils, tools, R.methodsS3",NA,"datasets, digest (>= 0.6.10)",NA,LGPL (>= 2.1),NA,NA,NA,NA,no,4.3.3
R6,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.6.1,NA,R (>= 3.6),NA,NA,"lobstr, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
ragg,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.3.0,NA,NA,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, graphics, grid, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
ranger,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.17.0,NA,R (>= 3.1),"Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,GPL-3,NA,NA,NA,NA,yes,4.3.3
RANN,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.6.2,NA,NA,NA,NA,testthat,NA,GPL (>= 3),NA,NA,NA,NA,yes,4.3.3
RApiSerialize,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.1.4,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
rappdirs,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.3,NA,R (>= 3.2),NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
rbibutils,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.3,NA,R (>= 2.10),"utils, tools",NA,testthat,NA,GPL-2,NA,NA,NA,NA,yes,4.3.3
rcmdcheck,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.4.0,NA,NA,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
RColorBrewer,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.1-3,NA,R (>= 2.0.0),NA,NA,NA,NA,Apache License 2.0,NA,NA,NA,NA,no,4.3.1
Rcpp,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.14,NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
RcppAnnoy,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.0.22,NA,R (>= 3.1),"methods, Rcpp",Rcpp,tinytest,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
RcppArmadillo,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,14.4.2-1,NA,R (>= 3.3.0),"Rcpp (>= 1.0.12), stats, utils, methods",Rcpp,"tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
RcppEigen,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.4.0.2,NA,R (>= 3.6.0),"Rcpp (>= 0.11.0), stats, utils",Rcpp,"Matrix, inline, tinytest, pkgKitten, microbenchmark",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,4.3.3
RcppGSL,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.13,NA,NA,"Rcpp (>= 0.11.0), stats",Rcpp,tinytest,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
RcppHNSW,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.6.0,NA,NA,"methods, Rcpp (>= 0.11.3)",Rcpp,"covr, testthat",NA,GPL (>= 3),NA,NA,NA,NA,yes,4.3.3
RcppML,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.7,NA,NA,"Rcpp, Matrix, methods, stats","Rcpp, RcppEigen","knitr, rmarkdown, testthat (>= 3.0.0)",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
RcppParallel,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,5.1.10,NA,R (>= 3.0.2),NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,yes,4.3.3
RcppProgress,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.4.2,NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,GPL (>= 3),NA,NA,NA,NA,no,4.3.3
RcppRoll,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.1,NA,R (>= 2.15.1),Rcpp,Rcpp,"zoo, testthat",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
RcppTOML,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.2.3,NA,R (>= 3.3.0),Rcpp (>= 1.0.8),Rcpp,tinytest,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
RcppZiggurat,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.1.8,NA,R (>= 3.0.0),"Rcpp, parallel, graphics, stats, utils","Rcpp, RcppGSL","rbenchmark, microbenchmark, lattice, ggplot2",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
RCurl,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.98-1.17,NA,"R (>= 3.4.0), methods",bitops,NA,XML,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,4.3.3
Rdpack,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.6.4,NA,"R (>= 2.15.0), methods","tools, utils, rbibutils (>= 1.3)",NA,"grDevices, testthat, rstudioapi, rprojroot, gbRd",NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
reactome.db,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.86.2,NA,"R (>= 2.7.0), methods, AnnotationDbi (>= 1.33.0)","methods, AnnotationDbi",NA,RSQLite,NA,CC BY 4.0,NA,NA,NA,NA,no,4.3.3
ReactomePA,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.46.0,NA,R (>= 3.4.0),"AnnotationDbi, DOSE (>= 3.5.1), enrichplot, ggplot2 (>=
3.3.5), ggraph, reactome.db, igraph, graphite, gson",NA,"BiocStyle, clusterProfiler, knitr, rmarkdown, org.Hs.eg.db,
prettydoc, testthat",NA,GPL-2,NA,NA,NA,NA,no,4.3.3
readr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.1.5,NA,R (>= 3.6),"cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.2.0), tzdb (>= 0.1.1), waldo, withr, xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
readxl,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.4.5,NA,R (>= 3.6),"cellranger, tibble (>= 2.0.1), utils","cpp11 (>= 0.4.0), progress","covr, knitr, rmarkdown, testthat (>= 3.1.6), withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
reformulas,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.4.1,NA,NA,"stats, methods, Matrix, Rdpack",NA,"lme4, tinytest, glmmTMB",NA,GPL-3,NA,NA,NA,NA,no,4.3.3
remaCor,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.0.18,NA,"R (>= 3.6.0), ggplot2, methods","mvtnorm, grid, reshape2, compiler, Rcpp, EnvStats, Rdpack,
stats","Rcpp, RcppArmadillo","knitr, RUnit, clusterGeneration, metafor",NA,Artistic-2.0,NA,NA,NA,NA,yes,4.3.3
rematch,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.0.0,NA,NA,NA,NA,"covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
rematch2,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.1.2,NA,NA,tibble,NA,"covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
remotes,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.5.0,NA,R (>= 3.0.0),"methods, stats, tools, utils",NA,"brew, callr, codetools, covr, curl, git2r (>= 0.23.0), knitr,
mockery, pingr, pkgbuild (>= 1.0.1), rmarkdown, rprojroot,
testthat (>= 3.0.0), webfakes, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
reprex,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.1.1,NA,R (>= 3.6),"callr (>= 3.6.0), cli (>= 3.2.0), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), lifecycle, rlang (>= 1.0.0), rmarkdown,
rstudioapi, utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.2.1)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
reshape,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.8.9,NA,R (>= 2.6.1),plyr,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
reshape2,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.4.4,NA,R (>= 3.1),"plyr (>= 1.8.1), Rcpp, stringr",Rcpp,"covr, lattice, testthat (>= 0.8.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.1
ResidualMatrix,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.12.0,NA,NA,"methods, Matrix, S4Vectors, DelayedArray",NA,"testthat, BiocStyle, knitr, rmarkdown, BiocSingular",NA,GPL-3,NA,NA,NA,NA,no,4.3.3
restfulr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.0.15,NA,"R (>= 3.4.0), methods","XML, RCurl, rjson, S4Vectors (>= 0.13.15), yaml",NA,"getPass, rsolr, RUnit",NA,Artistic-2.0,NA,NA,NA,NA,yes,4.3.1
reticulate,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.42.0,NA,R (>= 3.5),"Matrix, Rcpp (>= 1.0.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, rlang, withr",Rcpp,"callr, knitr, glue, cli, rmarkdown, pillar, testthat",NA,Apache License 2.0,NA,NA,NA,NA,yes,4.3.3
Rfast,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.1.5.1,NA,"R (>= 3.5.0), Rcpp (>= 0.12.3), zigg, RcppParallel",NA,"Rcpp (>= 0.12.3), RcppArmadillo, RcppParallel, zigg",philentropy,NA,GPL (>= 2.0),NA,NA,NA,NA,yes,4.3.3
rgl,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.3.18,NA,R (>= 3.6.0),"graphics, grDevices, stats, utils, htmlwidgets (>= 1.6.0),
htmltools, knitr (>= 1.33), jsonlite (>= 0.9.20), magrittr, R6,
base64enc, mime",NA,"MASS, markdown (>= 1.12), rmarkdown (>= 2.16), deldir (>=
1.0-4), orientlib, lattice, misc3d, magick, plotrix (>= 3.7-3),
tripack, interp, alphashape3d, tcltk, js (>= 1.2), webshot2 (>=
0.1.0), downlit (>= 0.4.0), pkgdown (>= 2.0.0), extrafont,
shiny, manipulateWidget (>= 0.9.0), testthat, crosstalk, V8,
chromote, jpeg, png",waldo,GPL,NA,NA,NA,NA,yes,4.3.3
Rgraphviz,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.46.0,NA,"R (>= 2.6.0), methods, utils, graph, grid","stats4, graphics, grDevices",NA,"RUnit, BiocGenerics, XML",NA,EPL,NA,NA,NA,NA,yes,4.3.3
rhandsontable,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.8,NA,NA,"jsonlite, htmlwidgets (>= 0.3.3), magrittr, methods, utils",NA,"knitr, rmarkdown, shiny (>= 0.13), miniUI (>= 0.1.1),
rstudioapi (>= 0.6), htmltools",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
rhdf5,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.46.1,NA,"R (>= 4.0.0), methods","Rhdf5lib (>= 1.13.4), rhdf5filters, S4Vectors",Rhdf5lib,"bit64, BiocStyle, knitr, rmarkdown, testthat, bench, dplyr,
ggplot2, mockery, BiocParallel",NA,Artistic-2.0,NA,NA,NA,NA,yes,4.3.2
rhdf5filters,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.14.1,NA,NA,NA,Rhdf5lib,"BiocStyle, knitr, rmarkdown, tinytest, rhdf5 (>= 2.34.0)",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,4.3.2
Rhdf5lib,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.24.2,NA,R (>= 4.2.0),NA,NA,"BiocStyle, knitr, rmarkdown, tinytest, mockery",NA,Artistic-2.0,NA,NA,NA,NA,yes,4.3.3
RhpcBLASctl,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.23-42,NA,NA,NA,NA,NA,NA,AGPL-3,NA,NA,NA,NA,yes,4.3.3
Rhtslib,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.4.1,NA,NA,zlibbioc,zlibbioc,"knitr, rmarkdown, BiocStyle",NA,LGPL (>= 2),NA,NA,NA,NA,yes,4.3.3
rjson,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.2.23,NA,R (>= 4.0.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,4.3.3
rlang,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.1.6,NA,R (>= 3.5.0),utils,NA,"cli (>= 3.1.0), covr, crayon, desc, fs, glue, knitr,
magrittr, methods, pillar, pkgload, rmarkdown, stats, testthat
(>= 3.2.0), tibble, usethis, vctrs (>= 0.2.3), withr",winch,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
rlemon,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.2.1,NA,R (>= 2.10),Rcpp (>= 1.0.5),Rcpp,"testthat, covr",NA,BSL-1.0,NA,NA,NA,NA,yes,4.3.3
RLRsim,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.1-8,NA,R (>= 2.14.0),"Rcpp (>= 0.11.1), lme4 (>= 1.1), mgcv, nlme",Rcpp,NA,"SemiPar, lmerTest",GPL,NA,NA,NA,NA,yes,4.3.3
rmarkdown,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.29,NA,R (>= 3.0),"bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=
0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=
1.43), methods, tinytex (>= 0.31), tools, utils, xfun (>=
0.36), yaml (>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, cleanrmd, withr (>= 2.4.2), xml2",NA,GPL-3,NA,NA,NA,NA,no,4.3.3
rmeta,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.0,NA,NA,"grid, stats, graphics",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,4.3.3
Rmpfr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0-0,NA,"gmp (>= 0.6-1), R (>= 3.6.0)","stats, utils, methods",NA,"DPQmpfr, MASS, Bessel, polynom, sfsmisc (>= 1.1-14)","dfoptim, pracma, DPQ",GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
rngtools,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.5.2,NA,"R (>= 3.2.0), methods","digest, utils, stats, parallel",NA,"covr, RUnit, testthat",NA,GPL-3,NA,NA,NA,NA,no,4.3.3
robustbase,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.99-4-1,NA,R (>= 3.5.0),"stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt","robustX, rrcov, matrixStats, quantreg, Hmisc",GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
ROCR,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0-11,NA,R (>= 3.6),"methods, graphics, grDevices, gplots, stats",NA,"testthat, knitr, rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
roxygen2,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,7.3.2,NA,R (>= 3.6),"brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr,
methods, pkgload (>= 1.0.2), purrr (>= 1.0.0), R6 (>= 2.1.2),
rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr,
xml2",cpp11,"covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
